#SampleID	DRR261220	DRR261230	DRR261240	DRR261250	DRR261270	DRR261290	DRR261300	DRR261310	DRR261320	DRR261330	DRR261350	DRR261221	DRR261231	DRR261241	DRR261291	DRR261341	DRR261351	DRR261361	DRR261381	DRR261222	DRR261242	DRR261252	DRR261262	DRR261282	DRR261292	DRR261302	DRR261322	DRR261332	DRR261342	DRR261352	DRR261372	DRR261382	DRR261223	DRR261233	DRR261243	DRR261253	DRR261263	DRR261273	DRR261303	DRR261323	DRR261353	DRR261383	DRR261244	DRR261254	DRR261264	DRR261274	DRR261294	DRR261304	DRR261314	DRR261344	DRR261374	DRR261215	DRR261235	DRR261245	DRR261255	DRR261265	DRR261275	DRR261285	DRR261315	DRR261335	DRR261345	DRR261375	DRR261385	DRR261216	DRR261226	DRR261246	DRR261256	DRR261266	DRR261276	DRR261286	DRR261296	DRR261316	DRR261326	DRR261336	DRR261346	DRR261366	DRR261386	DRR261217	DRR261227	DRR261237	DRR261247	DRR261257	DRR261287	DRR261317	DRR261337	DRR261347	DRR261357	DRR261367	DRR261218	DRR261228	DRR261238	DRR261248	DRR261258	DRR261268	DRR261278	DRR261288	DRR261298	DRR261308	DRR261318	DRR261328	DRR261338	DRR261348	DRR261368	DRR261378	DRR261388	DRR261229	DRR261249	DRR261259	DRR261279	DRR261289	DRR261299	DRR261309	DRR261329	DRR261339
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._YL58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus	0	0	0	0	0	4	0	0	25	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	0	69	0	0	396	0	61	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	62	1	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	18	0	0	0	0	11	0	0	6	0	10	0	0	0	0	0	24	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	24	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella	0	0	33	0	55	0	52	0	0	0	225	0	96	0	7	103	0	0	0	28	0	16	0	14	0	0	0	27	0	0	0	0	0	0	83	0	0	49	126	0	33	27	0	0	297	0	98	0	0	21	89	0	0	0	178	0	0	34	261	144	0	0	0	25	0	29	0	0	114	0	0	0	0	0	0	0	86	0	0	171	0	0	0	0	0	319	0	0	0	46	0	0	11	0	0	58	0	0	125	0	427	0	242	0	0	0	66	0	25	0	0	62	27	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_morbi	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_sp._oral_clone_AH153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_sp._oral_clone_FL037	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cuneatibacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0	2	1	0	2	116	0	0	0	0	0	10	0	0	1	0	154	0	40	1	7	1	0	0	0	83	0	0	7	0	979	0	0	0	2	0	1	0	0	0	0	0	0	4	0	0	4	0	70	8	2	1	0	28	1	0	1	1	0	13	1	823	0	0	0	2	0	0	0	0	40	0	206	266	0	19	0	0	15	0	5	161	0	84	0	0	1435	0	88	1	0	0	0	0	156	0	0	0	0	0	0	33	3	0	0	0	2	0	0	0	241	0	1	17
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter	0	3	0	0	0	207	0	0	26	3	0	49	0	2	0	0	672	0	68	0	77	0	0	0	0	307	0	0	1841	0	1636	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	107	0	356	0	0	19	0	0	2	103	2417	0	1	0	0	0	0	0	0	30	0	126	249	0	1	0	0	489	0	0	549	0	0	0	0	249	0	252	0	0	1	0	0	343	0	1	0	0	0	0	40	4	257	0	0	0	0	0	0	289	0	0	66
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella	0	0	1	0	3	0	60	0	0	0	1	0	17	0	4	6	0	0	0	7	0	17	0	5	0	0	0	1	0	0	0	0	0	0	10	0	0	4	8	0	77	37	0	0	7	0	7	0	0	12	8	0	0	0	25	0	0	19	0	21	0	0	0	1	0	9	0	0	3	0	0	0	0	0	0	0	24	0	0	29	0	0	0	0	0	36	0	0	0	3	0	0	0	0	0	2	0	0	9	0	1	0	15	0	0	0	4	0	6	0	0	3	1	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella_ignava	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0	0	67	0	233	0	53	0	0	0	689	0	111	0	54	256	0	0	0	201	0	86	0	43	0	0	0	308	0	0	0	0	0	0	56	0	0	102	74	0	213	85	0	0	206	0	87	0	0	198	96	0	0	0	89	0	0	69	149	447	0	0	0	293	0	140	0	0	85	0	0	0	0	0	0	0	44	0	0	88	0	0	0	0	0	371	0	0	0	90	0	0	134	0	0	530	1	0	59	0	1049	0	159	0	0	0	158	0	126	0	0	126	105	33
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	0	19	1	0	0	84	0	0	19	0	0	49	0	1	0	0	247	0	65	0	120	0	12	1	0	99	6	1	133	2	1539	0	0	95	0	0	85	0	0	6	0	1	0	24	0	0	0	0	116	0	1	36	0	242	0	0	414	1	0	0	24	1116	0	0	0	0	0	7	0	1	120	0	201	60	0	114	1	0	184	0	0	217	0	13	0	0	410	0	65	0	0	114	0	0	194	2	0	21	1	18	0	48	1	168	0	3	0	0	0	0	189	0	0	25
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phocaeense	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	1	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	419	0	12	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	39	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_glycyrrhizinilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_scindens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	243	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	4	0	0	30	0	0	0	0	1	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	25	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	35	0	0	0	0	0	27	0	0	37	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	6	0	12	0	0	0	3	0	0	0	0	0	0	58	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0	0	0	0	0	84	0	0	2	0	0	27	1	0	0	0	9	0	34	0	0	0	0	0	0	99	0	0	314	0	48	0	0	98	0	0	4	0	0	1	0	0	0	9	0	0	0	0	0	0	0	34	0	1	0	1	55	0	0	0	11	6	0	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	0	6	0	0	0	5	12	0	6	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__Moryella_sp._KHD1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0	0	79	0	165	0	35	0	0	0	698	0	38	0	16	224	0	0	0	159	0	38	0	75	0	0	0	330	0	0	0	0	0	0	116	0	0	27	172	0	99	1	0	0	495	0	93	1	0	261	139	0	0	0	413	0	0	150	181	813	0	0	0	215	0	68	0	0	557	0	0	0	0	0	0	0	30	0	0	42	0	4	0	0	0	164	0	0	0	72	0	0	38	0	0	71	0	0	108	0	1898	0	503	0	0	0	176	0	60	0	0	65	349	36
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0	7	0	0	0	996	3	3	4	0	0	109	15	0	0	1	1184	0	34	0	25	0	5	0	0	79	5	0	1380	0	133	0	0	6	0	0	0	0	2	38	0	0	0	21	0	0	0	0	245	1	0	57	0	46	0	0	95	0	0	0	30	462	0	0	0	0	0	9	0	10	130	0	426	175	0	14	0	0	189	0	0	602	2	17	0	92	182	0	38	0	0	1	0	0	24	0	0	69	2	8	0	15	0	68	0	0	0	0	0	2	90	0	0	50
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	1	0	0	216	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_sp._1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Sellimonas	0	3	0	0	0	130	0	0	17	0	0	0	0	0	0	0	2	0	30	0	90	0	0	0	0	45	0	0	195	0	0	0	0	53	0	0	3	0	0	8	0	0	0	59	0	0	0	0	0	0	0	12	0	15	0	0	84	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7	16	0	9	0	0	1	0	0	0	0	0	0	0	22	0	87	0	0	0	0	0	0	0	0	17	0	0	0	0	0	81	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0	0	0	0	4	3	0	0	1	0	2	0	3	0	2	0	26	0	0	1	3	0	0	0	0	14	0	1	23	0	0	0	0	6	3	0	0	0	0	0	7	4	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	4	15	0	0	3	0	1	0	0	2	0	0	0	1	0	0	0	8	0	8	9	0	1	0	0	0	17	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	9	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Stomatobaculum	0	0	26	0	52	0	5	0	0	0	229	0	41	0	11	127	0	0	0	63	0	35	0	5	0	0	0	230	0	0	0	0	0	0	21	0	0	33	23	0	28	4	0	0	82	0	35	0	0	118	27	0	0	0	41	0	0	20	19	124	0	0	0	31	0	44	0	0	51	0	0	0	0	0	0	0	2	0	0	36	0	0	0	0	0	100	0	0	0	8	0	0	9	0	0	101	0	0	6	0	307	0	40	0	0	0	28	0	16	0	0	62	27	27
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella	0	0	0	0	0	26	0	0	15	0	0	60	0	0	0	0	0	0	10	0	49	0	0	0	0	35	0	0	27	0	48	0	0	129	0	0	3	0	0	6	0	0	0	1	0	0	0	0	0	0	0	26	0	31	0	0	154	0	0	0	22	21	0	0	0	0	0	0	0	0	1	0	0	0	0	79	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	86	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter	0	4	0	0	0	18	0	4	19	0	0	2	0	0	0	0	56	0	23	0	223	0	7	0	0	30	0	0	27	0	57	0	0	332	0	0	7	0	0	12	0	0	0	23	0	0	1	0	74	0	0	55	0	91	0	0	69	0	0	0	1	6	0	0	0	0	0	9	0	0	20	1	90	16	0	8	0	0	33	0	2	36	0	0	0	0	38	0	44	0	0	3	0	0	2	0	0	17	0	0	0	0	0	659	0	0	0	0	0	0	44	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._ER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._Marseille-P3260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	35	0	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	27	0	0	1	0	2	0	0	0	1	0	1	0	0	0	2	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0	1	0	0	8	0	54	0	0	0	13	0	31	0	0	22	0	0	0	29	1	20	0	12	0	0	0	9	0	0	0	0	0	0	17	0	1	0	43	0	55	6	0	0	34	0	27	0	50	18	15	3	0	0	9	0	80	17	45	19	0	0	0	0	0	6	0	0	25	0	65	0	0	0	0	0	82	0	1	82	0	174	0	0	0	44	0	0	0	17	0	0	9	0	0	1	0	0	8	0	2	0	38	0	0	0	1	0	0	0	19	16	23	0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__Peptococcus_niger	0	31	0	0	0	0	0	0	52	43	0	0	0	0	0	0	0	0	30	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	18	0	0	0	0	8	0	0	358	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	2	97	0	0	0	0	0	0	0	0	40	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
